SpecId	Label	ScanNr	ExpMass	Mass	MS8_feature_5	missedCleavages	MS8_feature_7	MS8_feature_13	MS8_feature_20	MS8_feature_21	MS8_feature_22	MS8_feature_24	MS8_feature_29	MS8_feature_30	MS8_feature_32	MS8_feature_33	MS8_feature_34	MS8_feature_35	MS8_feature_37	MS8_feature_38	MS8_feature_39	MS8_feature_40	MS8_feature_41	MS8_feature_42	MS8_feature_43	MS8_feature_44	MS8_feature_45	MS8_feature_47	MS8_feature_52	MS8_feature_53	MS8_feature_55	MS8_feature_56	MS8_feature_57	MS8_feature_58	MS8_feature_60	MS8_feature_61	MS8_feature_62	MS8_feature_63	MS8_feature_64	MS8_feature_65	MS8_feature_66	MS8_feature_67	MS8_feature_68	MS8_feature_70	MS8_feature_75	MS8_feature_76	MS8_feature_78	MS8_feature_79	MS8_feature_80	MS8_feature_81	MS8_feature_83	MS8_feature_84	MS8_feature_85	MS8_feature_86	MS8_feature_87	MS8_feature_88	MS8_feature_89	MS8_feature_90	MS8_feature_91	MS8_feature_93	MS8_feature_98	MS8_feature_99	MS8_feature_101	MS8_feature_102	MS8_feature_103	MS8_feature_104	MS8_feature_106	MS8_feature_107	MS8_feature_108	MS8_feature_109	MS8_feature_110	MS8_feature_111	MS8_feature_116	MS8_feature_118	MS8_feature_119	MS8_feature_124	MS8_feature_126	MS8_feature_127	MS8_feature_132	MS8_feature_134	MS8_feature_135	MS8_feature_140	MS8_feature_142	MS8_feature_143	MS8_feature_144	MS8_feature_146	MS8_feature_147	MS8_feature_148	MS8_feature_149	MS8_feature_150	MS8_feature_151	MS8_feature_152	MS8_feature_153	MS8_feature_154	MS8_feature_155	MS8_feature_156	MS8_feature_157	MS8_feature_158	Peptide	Proteins	ModifiedPeptide	Precursor	PeptideGroup
182145	-1	12358	734.35588194	734.35588194	7	0	5.85517184998526	2.80767657336426	0.857142857142857	1	31.8571428571429	13	6.15728446683722	0.440317648099279	0.714285714285714	0.065934066261564	2.45054953438895	0.0769230808530535	-1.30900652413177	0.0549450559275491	0.833333313465118	0.0290319329859139	0.0241932778007018	0.36693136466774	0.571428571428571	1	30.5714285714286	11	5.80853606551638	0.226657716713424	0.428571428571429	0.0519480534962245	2.77922085353306	0.0909090893609183	-1.48563432893231	0.0389610401221684	0.75	0.0117744271931611	0.00883082039487079	0.169993287535068	0.571428571428571	1	30.5714285714286	11	5.80853606551638	0.226657716713424	0.428571428571429	0.0519480534962245	2.77922085353306	0.0909090893609183	-1.48563432893231	0.0389610401221684	0.75	0.0117744271931611	0.00883082039487079	0.169993287535068	0.857142857142857	1	30.5714285714286	13	6.02221962871263	0.474696374163493	0.714285714285714	0.065934066261564	2.35164833068848	0.0769230808530535	-1.28088130830619	0.0549450559275491	0.833333313465118	0.0312986621882199	0.0260822188270179	0.395580302371542	0.285714285714286	0.714285714285714	0.288061410188675	0.142857142857143	0.428571428571429	0.288061410188675	0.142857142857143	0.428571428571429	0.288061410188675	0.285714285714286	0.714285714285714	0.288061410188675	2	14.3915481567383	14.3915481567383	9.90808868408203	9.90808868408203	0	0	0	0	0	0	0	0	-2.80767657336426	3927591	_.dummy._	22480	2248002	21634
182008	1	15356	734.36327552	734.36327552	7	0	5.99010375423083	1.92351965942382	1.14285714285714	1.57142857142857	26	19	6.45294046183663	0.571279656004674	1	0.0601503763880048	1.36842100960868	0.082706766469138	-1.01153339818249	0.0526315782751356	0.875	0.0343626863314911	0.0300673499320025	0.499869699004089	0.714285714285714	1	24.4285714285714	12	6.08343251610483	0.647624583350088	0.428571428571429	0.0595238081046513	2.03571428571429	0.0833333304950169	-1.21694966787934	0.0357142857142857	0.600000023841858	0.0385490814231854	0.0231294494053603	0.388574765450626	0.714285714285714	1	24.4285714285714	12	6.08343251610483	0.647624583350088	0.428571428571429	0.0595238081046513	2.03571428571429	0.0833333304950169	-1.21694966787934	0.0357142857142857	0.600000023841858	0.0385490814231854	0.0231294494053603	0.388574765450626	0.857142857142857	1.85714285714286	24.4285714285714	19	6.0984032833303	0.616931663120426	0.428571428571429	0.0451127801622663	1.28571428571429	0.0977443626948765	-1.20290220363559	0.0225563900811332	0.5	0.0278315024934931	0.0139157512467466	0.308465831560213	0.714285714285714	1.14285714285714	1.14341580867767	0.142857142857143	0.714285714285714	1.43591022491455	0.142857142857143	0.714285714285714	1.43591022491455	0.142857142857143	0.428571428571429	1.51398730278015	2	18.7025699615479	13.7245922088623	12.7167596817017	12.7167596817017	0	0	0	0	0	0	0	0	-1.92351965942382	1249193	_.dummy._	22502	2250202	21656
181803	1	17876	734.37113805	734.37113805	7	0	5.48072207269188	0.0792056540527355	1.28571428571429	1.42857142857143	32.8571428571429	19	6.10613903049489	0.269028280472932	1.14285714285714	0.0676691745008741	1.72932325090681	0.0751879726137434	-1.21867457962342	0.0601503763880048	0.888888895511627	0.018204921656993	0.0161821523294646	0.239136251090977	0.571428571428571	1.57142857142857	30.8571428571429	15	5.38886014246576	0.785005116970167	0.428571428571429	0.0380952400820596	2.05714280264718	0.104761907032558	-1.8035057649024	0.028571428997176	0.75	0.0299049583966238	0.022428717961933	0.588753837727625	0.714285714285714	1.71428571428571	30.8571428571429	17	5.42857307046537	0.764530081925958	0.428571428571429	0.0420168084757669	1.81512601034982	0.100840338638851	-1.76444614224271	0.0252100846597127	0.600000023841858	0.0321231140262453	0.0192738680902504	0.458718067383392	1	1.71428571428571	30.8571428571429	19	5.5852386608396	0.706861027665592	0.571428571428571	0.0526315782751356	1.62406008584159	0.0902255603245326	-1.61101351501173	0.0300751881940024	0.571428596973419	0.0372032115072244	0.0212589784340486	0.403920605294138	0.714285714285714	1.14285714285714	1.32221221923828	0.428571428571429	0.571428571428571	0.959046006202698	0.428571428571429	0.571428571428571	1.32221221923828	0.571428571428571	0.857142857142857	1.32221221923828	2	20.2274894714355	15.2991781234741	9.11244297027588	11.0337219238281	0	0	0	0	0	0	0	0	-0.0792056540527355	1685391	_.dummy._	22541	2254102	21687
1395	1	14454	734.37450889	734.37450889	7	0	5.38325326794848	1.63884913012695	1.42857142857143	0.857142857142857	59	16	5.98800313692889	0.279155239845499	1.28571428571429	0.0892857142857143	3.6875	0.0535714285714286	-1.37857352550687	0.0803571428571429	0.899999976158142	0.0249245749862053	0.0224321174875848	0.25123970920537	0.857142857142857	1	56	13	5.31278963541616	0.46363734461231	0.857142857142857	0.065934066261564	4.30769239153181	0.0769230808530535	-1.91865676364168	0.065934066261564	1	0.0305694954010036	0.0305694954010036	0.46363734461231	0.857142857142857	1	56	13	5.31278963541616	0.46363734461231	0.857142857142857	0.065934066261564	4.30769239153181	0.0769230808530535	-1.91865676364168	0.065934066261564	1	0.0305694954010036	0.0305694954010036	0.46363734461231	1.28571428571429	1	56	16	5.63899351943194	0.548111199049057	1.14285714285714	0.0803571428571429	3.5	0.0625	-1.59827638945205	0.0714285714285714	0.888888895511627	0.0440446499235849	0.0391507999320755	0.48720995834027	1.28571428571429	1.28571428571429	3.72406411170959	0.714285714285714	0.857142857142857	4.71479606628418	0.714285714285714	0.857142857142857	4.71479606628418	1	1.14285714285714	3.76976943016052	2	23.0264415740967	20.3668155670166	13.7259283065796	13.7259283065796	0	0	0	0	0	0	0	0	-1.63884913012695	1184173	_.dummy._	22554	2255402	21700
1727	1	14488	734.37450889	734.37450889	7	0	5.55859574067754	1.66247713012695	1.57142857142857	0.571428571428571	63.5714285714286	15	6.17270944871473	0.419212302728486	1.28571428571429	0.104761907032558	4.23809514726911	0.0380952400820596	-1.35178099561657	0.0857142891202654	0.818181812763214	0.0439174802853462	0.0359324845188417	0.342991881779034	1	0.714285714285714	60	12	5.56258520834233	0.485336675373809	0.857142857142857	0.0833333304950169	5	0.0595238081046513	-1.78512265916816	0.0714285714285714	0.857142865657806	0.0404447215702784	0.0346669053838435	0.416002868738739	1	0.714285714285714	60	12	5.56258520834233	0.485336675373809	0.857142857142857	0.0833333304950169	5	0.0595238081046513	-1.78512265916816	0.0714285714285714	0.857142865657806	0.0404447215702784	0.0346669053838435	0.416002868738739	1.42857142857143	0.714285714285714	60	15	5.73636024315034	0.625269051554413	1.14285714285714	0.0952380980764117	4	0.0476190490382058	-1.61483817512333	0.0761904801641192	0.800000011920929	0.059549435256084	0.0476395492696941	0.500215248697318	1.28571428571429	1.42857142857143	3.96280550956726	0.571428571428571	0.857142857142857	6.60240077972412	0.571428571428571	0.857142857142857	6.60240077972412	0.857142857142857	1.14285714285714	3.58475542068481	2	23.7467174530029	21.1188774108887	14.8998031616211	14.8998031616211	0	0	0	0	0	0	0	0	-1.66247713012695	1184173	_.dummy._	22554	2255402	21700
181711	-1	8226	734.38103408	734.38103408	7	0	5.47101056577898	0.996589393798828	2.14285714285714	0.571428571428571	33.7142857142857	19	6.39612456003065	0.615899044974265	1.71428571428571	0.112781958920615	1.77443613324847	0.0300751881940024	-0.786680401515289	0.0902255603245326	0.800000011920929	0.0694623007895336	0.0555698364361476	0.492719243321501	1.14285714285714	1	31.7142857142857	15	5.49426476312896	0.62544335645412	0.571428571428571	0.0761904801641192	2.11428574153355	0.0666666669504983	-1.46495590342659	0.0380952400820596	0.5	0.0476528296436977	0.0238264148218489	0.31272167822706	1.14285714285714	1	31.7142857142857	15	5.49426476312896	0.62544335645412	0.571428571428571	0.0761904801641192	2.11428574153355	0.0666666669504983	-1.46495590342659	0.0380952400820596	0.5	0.0476528296436977	0.0238264148218489	0.31272167822706	1.71428571428571	1	31.7142857142857	19	5.63703756276594	0.626250386294391	0.714285714285714	0.0902255603245326	1.66917296818325	0.0526315782751356	-1.32793950731298	0.0375939863068717	0.416666656732559	0.0565037920068665	0.0235432484470244	0.260937654734758	1.28571428571429	2.14285714285714	1.38410472869873	0.285714285714286	0.714285714285714	2.09941339492798	0.285714285714286	0.714285714285714	2.09941339492798	0.428571428571429	1	1.4643646478653	2	36.5131072998047	27.7763900756836	18.5587673187256	18.5587673187256	0	0	0	0	0	0	0	0	0.996589393798828	3565250	_.dummy._	22613	2261302	21749
1407	-1	3652	734.38237142	734.38237142	7	0	4.91894764238502	1.58738551916504	1	1.71428571428571	13.5714285714286	19	5.21977054475361	0.428960659961341	0.428571428571429	0.0526315782751356	0.714285714285714	0.0902255603245326	-1.26478053846119	0.0225563900811332	0.428571432828903	0.0225768765517091	0.00967580397554833	0.183840284666864	0.571428571428571	1.14285714285714	12.8571428571429	12	4.86066295065302	0.209983490896937	0.285714285714286	0.0476190490382058	1.07142857142857	0.0952380980764117	-1.57955258535356	0.0238095245191029	0.5	0.00999921415023489	0.00499960707511744	0.104991745448469	0.571428571428571	1.42857142857143	12.8571428571429	14	4.86066295065302	0.209739975237136	0.285714285714286	0.0408163283552442	0.918367317744664	0.102040818759373	-1.57955258535356	0.0204081641776221	0.5	0.00856081569849972	0.00428040784924986	0.104869987618568	1	1.71428571428571	12.8571428571429	19	5.06179422897121	0.375791697271423	0.428571428571429	0.0526315782751356	0.676691736493792	0.0902255603245326	-1.38510505320453	0.0225563900811332	0.428571432828903	0.019778510130087	0.00847650411290532	0.161053586144819	0.285714285714286	0.571428571428571	1.45333695411682	0.142857142857143	0.285714285714286	0.856749057769775	0.142857142857143	0.285714285714286	0.856749057769775	0.285714285714286	0.571428571428571	1.45333695411682	2	19.724609375	19.724609375	12.405969619751	12.0385637283325	0	0	0	0	0	0	0	0	1.58738551916504	3163364	_.dummy._	22620	2262002	21756
1346	-1	3771	734.38237142	734.38237142	7	0	5.31581110141842	1.49417851916504	1.42857142857143	1.28571428571429	21.5714285714286	19	5.5384057436476	0.40932794290991	1	0.0751879726137434	1.1353383745466	0.0676691745008741	-1.19946622084388	0.0526315782751356	0.699999988079071	0.0307765381615502	0.0215435756674631	0.286529555157368	0.714285714285714	1	20.5714285714286	12	5.22039724888497	0.163334143254846	0.428571428571429	0.0595238081046513	1.71428571428571	0.0833333304950169	-1.46543501286534	0.0357142857142857	0.600000023841858	0.00972227020003907	0.00583336225910164	0.0980004898470969	0.714285714285714	1.28571428571429	20.5714285714286	14	5.22039724888497	0.163147528238482	0.428571428571429	0.0510204093796866	1.4693877356393	0.0918367334774562	-1.46543501286534	0.0306122452020645	0.600000023841858	0.00832385368001135	0.00499431213854716	0.0978885208328295	1.42857142857143	1.28571428571429	20.5714285714286	19	5.50871358187573	0.381863651822542	1	0.0751879726137434	1.08270679201399	0.0676691745008741	-1.19091057370624	0.0526315782751356	0.699999988079071	0.0287115537954174	0.0200980866813273	0.26730455172361	0.285714285714286	1	1.97388577461243	0.142857142857143	0.428571428571429	2.11949563026428	0.142857142857143	0.428571428571429	2.11949563026428	0.285714285714286	1	1.97388577461243	2	26.4302272796631	26.4302272796631	14.0329475402832	13.5690479278564	0	0	0	0	0	0	0	0	1.49417851916504	3163364	_.dummy._	22620	2262002	21756
1468	1	24443	734.39629019	734.39629019	7	0	5.36194812598562	0.517425799560549	1.42857142857143	1	29.7142857142857	17	5.85199293109547	0.520879670569304	1.42857142857143	0.0840336169515337	1.74789919172015	0.0588235301630838	-1.21987405750134	0.0840336169515337	1	0.043771402714462	0.043771402714462	0.520879670569304	0.857142857142857	0.714285714285714	28	11	5.13902322637606	0.666014418139908	0.857142857142857	0.0779220802443368	2.54545457022531	0.0649350668702807	-1.68813667782282	0.0779220802443368	1	0.0518972289341832	0.0518972289341832	0.666014418139908	1	0.857142857142857	28	13	5.28040972273772	0.619661833701881	1	0.0769230808530535	2.1538461957659	0.065934066261564	-1.55016346501581	0.0769230808530535	1	0.0476662973354012	0.0476662973354012	0.619661833701881	1.28571428571429	1.14285714285714	28	17	5.47292718158642	0.555472057586288	1.28571428571429	0.0756302561078753	1.64705875941685	0.0672268910067422	-1.36441816944471	0.0756302561078753	1	0.0420104939760194	0.0420104939760194	0.555472057586288	1.42857142857143	1.42857142857143	1.92292451858521	0.428571428571429	0.857142857142857	2.69660234451294	0.571428571428571	1	2.29584813117981	0.714285714285714	1.28571428571429	2.29584813117981	2	24.1496639251709	21.4081535339355	15.3349475860596	17.3612880706787	0	0	0	0	0	0	0	0	-0.517425799560549	629820	_.dummy._	22648	2264802	21784
181791	1	23501	734.39629019	734.39629019	7	0	5.35801584554315	0.878070171386717	1.14285714285714	0.857142857142857	30.2857142857143	14	5.90027722175888	0.447595430316119	0.857142857142857	0.0816326567104885	2.16326536451067	0.061224490404129	-0.955491817384865	0.061224490404129	0.75	0.0365384041081791	0.0274038021283212	0.335696572737089	0.571428571428571	0.714285714285714	29.4285714285714	9	5.002899327135	0.450841335938607	0.428571428571429	0.0634920639651162	3.26984133039202	0.0793650831495013	-1.73559408493452	0.0476190490382058	0.75	0.0286248469395325	0.0214686356845108	0.338131001953956	0.571428571428571	0.714285714285714	29.4285714285714	9	5.002899327135	0.450841335938607	0.428571428571429	0.0634920639651162	3.26984133039202	0.0793650831495013	-1.73559408493452	0.0476190490382058	0.75	0.0286248469395325	0.0214686356845108	0.338131001953956	0.857142857142857	1.14285714285714	29.4285714285714	14	5.3527029975691	0.693468481333388	0.714285714285714	0.061224490404129	2.10204083578927	0.0816326567104885	-1.39556087183869	0.0510204093796866	0.833333313465118	0.042457254380962	0.035381045809539	0.577890387333176	0.857142857142857	1.14285714285714	1.39374554157257	0.285714285714286	0.428571428571429	0.411092132329941	0.285714285714286	0.428571428571429	0.411092132329941	0.571428571428571	0.714285714285714	1.19939303398132	2	19.8715057373047	14.5273113250732	10.694769859314	10.694769859314	0	0	0	0	0	0	0	0	0.878070171386717	1154601	_.dummy._	22651	2265102	21787
